1,603401,160003440,2023,1
2,603401,160003900,2023,1
3,603401,160003924,2023,1
4,603401,160004005,2023,1
5,603401,160004119,2023,1
6,603401,160004201,2023,1
7,603401,160004203,2023,1
8,603401,160004204,2023,1
9,603401,160004210,2023,1
10,603401,160004215,2023,1
11,603401,160004216,2023,1
12,603401,160004221,2023,1
13,603401,160004224,2023,1
14,603401,160004232,2023,1
15,603401,160004238,2023,1
16,603401,160004243,2023,1
17,603401,160004249,2023,1
18,603401,160004251,2023,1
19,603401,160003645,2023,1
20,603401,160003841,2023,1
21,603401,160004004,2023,1
22,603401,160004008,2023,1
23,603401,160004031,2023,1
24,603401,160004038,2023,1
25,603401,160004050,2023,1
26,603401,160004107,2023,1
27,603401,160004109,2023,1
28,603401,160004111,2023,1
29,603401,160004112,2023,1
30,603401,160004126,2023,1
31,603401,160004130,2023,1
32,603401,160004132,2023,1
33,603401,160004134,2023,1
34,603401,160004141,2023,1
35,603605,161004205,2023,1
36,603605,161004206,2023,1
37,603605,161004222,2023,1
38,603605,161004232,2023,1
39,603605,161004312,2023,1
40,603605,161004417,2023,1
41,603605,161004425,2023,1
